chr1:1718760-1718880	GNB1_Ex_11
chr13:93973145-93973264	chr13q31.3
chr13:95148773-95148892	chr13q32.1
chr13:95843091-95843210	chr13q32.1
chr13:96444152-96444271	chr13q32.1
chr13:97639355-97639474	chr13q32.1
chr13:98892196-98892315	chr13q32.2
chr13:99545731-99545850	chr13q32.3
chr13:100235228-100235347	chr13q32.3
chr13:100931439-100931558	chr13q32.3
chr13:101862766-101862885	chr13q33.1
chr13:102737604-102737723	chr13q33.1
chr13:103479566-103479685	chr13q33.1
chr13:104353952-104354071	chr13q33.1
chr13:105178210-105178329	chr13q33.2
chr13:105807788-105807907	chr13q33.2
chr13:106562573-106562692	chr13q33.2
chr13:107196114-107196233	chr13q33.3
chr13:107879640-107879759	chr13q33.3
chr13:108614695-108614814	chr13q33.3
chr13:108860871-108860991	LIG4_Ex_2
chr13:108860991-108861111	LIG4_Ex_2
chr13:108861111-108861231	LIG4_Ex_2
chr13:108861231-108861351	LIG4_Ex_2
chr13:108861351-108861471	LIG4_Ex_2
chr13:108861471-108861591	LIG4_Ex_2
chr13:108861591-108861711	LIG4_Ex_2
chr13:108861711-108861831	LIG4_Ex_2
chr13:108861831-108861951	LIG4_Ex_2
chr13:108861951-108862071	LIG4_Ex_2
chr13:108862071-108862191	LIG4_Ex_2
chr13:108862191-108862311	LIG4_Ex_2
chr13:108862311-108862431	LIG4_Ex_2
chr13:108862431-108862551	LIG4_Ex_2
chr13:108862551-108862671	LIG4_Ex_2
chr13:108862671-108862791	LIG4_Ex_2
chr13:108862791-108862911	LIG4_Ex_2
chr13:108862911-108863031	LIG4_Ex_2
chr13:108863031-108863151	LIG4_Ex_2
chr13:108863151-108863271	LIG4_Ex_2
chr13:108863271-108863391	LIG4_Ex_2
chr13:108863391-108863511	LIG4_Ex_2
chr13:108863511-108863631	LIG4_Ex_2
chr13:109264465-109264584	chr13q33.3
chr13:109962520-109962639	chr13q33.3
chr13:110651883-110652002	chr13q33.4
chr13:111641287-111641406	chr13q33.4
chr13:112276589-112276708	chr13q33.4
chr13:113800563-113800682	chr13q33.4
chr14:19394548-19394667	chr14q11.2
chr14:21060589-21060708	chr14q11.2
chr14:22203286-22203405	chr14q11.2
chr14:23029453-23029572	chr14q11.2
chr14:24246040-24246159	chr14q11.2
chr14:24987620-24987739	chr14q12
chr14:25857510-25857629	chr14q12
chr14:26840242-26840361	chr14q12
chr14:27527084-27527203	chr14q12
chr14:28339359-28339478	chr14q12
chr14:28957868-28957987	chr14q12
chr14:30359495-30359614	chr14q12
chr14:31882414-31882533	chr14q12
chr14:33164722-33164841	chr14q12
chr14:34011878-34011997	chr14q13.1
chr14:34848629-34848748	chr14q13.1
chr14:35940881-35941000	chr14q13.2
chr14:37095430-37095549	chr14q13.3
chr14:37989211-37989330	chr14q21.1
chr14:38748107-38748226	chr14q21.1
chr14:39690697-39690816	chr14q21.1
chr14:40732022-40732141	chr14q21.1
chr14:41618884-41619003	chr14q21.1
chr14:42314680-42314799	chr14q21.1
chr14:42982642-42982761	chr14q21.1
chr14:43856510-43856629	chr14q21.2
chr14:44967368-44967487	chr14q21.2
chr14:46398679-46398798	chr14q21.2
chr14:47275217-47275336	chr14q21.3
chr14:48321877-48321996	chr14q21.3
chr14:49193518-49193637	chr14q21.3
chr14:50571353-50571472	chr14q21.3
chr14:51708958-51709077	chr14q22.1
chr14:52795994-52796113	chr14q22.1
chr14:53444668-53444787	chr14q22.1
chr14:54281034-54281153	chr14q22.2
chr14:55084130-55084249	chr14q22.2
chr14:56472656-56472775	chr14q22.3
chr14:57329430-57329549	chr14q22.3
chr14:58462889-58463008	chr14q23.1
chr14:59270437-59270556	chr14q23.1
chr14:60139926-60140045	chr14q23.1
chr14:61635421-61635540	chr14q23.1
chr14:62364026-62364145	chr14q23.2
chr14:62984907-62985026	chr14q23.2
chr14:63647751-63647870	chr14q23.2
chr14:64317244-64317363	chr14q23.2
chr14:64970403-64970522	chr14q23.3
chr14:66331948-66332067	chr14q23.3
chr14:67966563-67966682	chr14q24.1
chr14:68764848-68764967	chr14q24.1
chr14:69949849-69949968	chr14q24.1
chr14:70828439-70828558	chr14q24.2
chr14:72231821-72231940	chr14q24.2
chr14:73122595-73122714	chr14q24.2
chr14:73933916-73934035	chr14q24.3
chr14:74711027-74711146	chr14q24.3
chr14:75340759-75340878	chr14q24.3
chr14:76719561-76719680	chr14q24.3
chr14:77762813-77762932	chr14q24.3
chr14:78687061-78687180	chr14q24.3
chr14:80076477-80076596	chr14q31.1
chr14:80923409-80923528	chr14q31.1
chr14:81741329-81741448	chr14q31.1
chr14:82623211-82623330	chr14q31.1
chr14:84043082-84043201	chr14q31.2
chr14:84871898-84872017	chr14q31.2
chr14:86001639-86001758	chr14q31.3
chr14:87166856-87166975	chr14q31.3
chr14:87868839-87868958	chr14q31.3
chr14:88515890-88516009	chr14q31.3
chr14:89643223-89643342	chr14q31.3
chr14:90537856-90537975	chr14q32.11
chr14:91313753-91313872	chr14q32.11
chr14:91920459-91920578	chr14q32.12
chr14:92759314-92759433	chr14q32.12
chr14:93617066-93617185	chr14q32.12
chr14:94391640-94391759	chr14q32.12
chr14:94992056-94992175	chr14q32.13
chr14:95846459-95846578	chr14q32.13
chr14:96933324-96933443	chr14q32.2
chr14:97667528-97667647	chr14q32.2
chr14:98366843-98366962	chr14q32.2
chr14:98970105-98970224	chr14q32.2
chr14:99640478-99640598	BCL11B_Ex_4
chr14:99640598-99640718	BCL11B_Ex_4
chr14:99640718-99640838	BCL11B_Ex_4
chr14:99640838-99640958	BCL11B_Ex_4
chr14:99640958-99641078	BCL11B_Ex_4
chr14:99641078-99641198	BCL11B_Ex_4
chr14:99641198-99641318	BCL11B_Ex_4
chr14:99641318-99641438	BCL11B_Ex_4
chr14:99641438-99641558	BCL11B_Ex_4
chr14:99641558-99641678	BCL11B_Ex_4
chr14:99641678-99641798	BCL11B_Ex_4
chr14:99641798-99641918	BCL11B_Ex_4
chr14:99641918-99642038	BCL11B_Ex_4
chr14:99642038-99642158	BCL11B_Ex_4
chr14:99642158-99642278	BCL11B_Ex_4
chr14:99642278-99642398	BCL11B_Ex_4
chr14:99642398-99642518	BCL11B_Ex_4
chr14:99642518-99642638	BCL11B_Ex_4
chr14:99697662-99697782	BCL11B_Ex_3
chr14:99697782-99697902	BCL11B_Ex_3
chr14:99723718-99723838	BCL11B_Ex_2
chr14:99723838-99723958	BCL11B_Ex_2
chr14:99723958-99724078	BCL11B_Ex_2
chr14:99724078-99724198	BCL11B_Ex_2
chr14:99737488-99737608	BCL11B_Ex_1
chr14:99784196-99784315	chr14q32.2
chr14:101181722-101181841	chr14q32.2
chr14:102025099-102025218	chr14q32.31
chr14:103709915-103710034	chr14q32.32
chr14:104540796-104540915	chr14q32.33
chr14:105236668-105236788	AKT1_Ex_14
chr14:105237072-105237192	AKT1_Ex_13
chr14:105238682-105238802	AKT1_Ex_12
chr14:105239195-105239315	AKT1_Ex_11
chr14:105239315-105239435	AKT1_Ex_11
chr14:105239538-105239658	AKT1_Ex_10
chr14:105239658-105239778	AKT1_Ex_10
chr14:105239732-105239852	AKT1_Ex_9
chr14:105239852-105239972	AKT1_Ex_9
chr14:105240239-105240359	AKT1_Ex_8
chr14:105241225-105241345	AKT1_Ex_7
chr14:105241373-105241493	AKT1_Ex_6
chr14:105241493-105241613	AKT1_Ex_6
chr14:105241909-105242029	AKT1_Ex_5
chr14:105242029-105242149	AKT1_Ex_5
chr14:105242906-105243026	AKT1_Ex_4
chr14:105243026-105243146	AKT1_Ex_4
chr14:105246375-105246495	AKT1_Ex_3
chr14:105246495-105246615	AKT1_Ex_3
chr14:105258875-105258995	AKT1_Ex_2
chr14:105647503-105647622	chr14q32.33
chr14:107083574-107083693	chr14q32.33
chr15:20877691-20877810	chr15q11.2
chr15:22302005-22302124	chr15q11.2
chr15:23119005-23119124	chr15q11.2
chr15:23723002-23723121	chr15q11.2
chr15:24525446-24525565	chr15q11.2
chr15:25364736-25364855	chr15q11.2
chr15:26215901-26216020	chr15q12
chr15:26998286-26998405	chr15q12
chr15:27892510-27892629	chr15q12
chr15:29039685-29039804	chr15q13.1
chr15:29847779-29847898	chr15q13.1
chr15:30663338-30663457	chr15q13.2
chr15:31498749-31498868	chr15q13.3
chr15:32299894-32300013	chr15q13.3
chr15:33436925-33437044	chr15q13.3
chr15:34546907-34547026	chr15q14
chr15:35405407-35405526	chr15q14
chr15:36032169-36032288	chr15q14
chr15:36659588-36659707	chr15q14
chr15:37902874-37902993	chr15q14
chr15:38780535-38780654	chr15q14
chr15:39589085-39589204	chr15q14
chr15:40389223-40389342	chr15q15.1
chr15:40990947-40991067	RAD51_Ex_2
chr15:40993252-40993372	RAD51_Ex_3
chr15:40993372-40993492	RAD51_Ex_3
chr15:40998305-40998425	RAD51_Ex_4
chr15:40998425-40998545	RAD51_Ex_4
chr15:41001213-41001333	RAD51_Ex_5
chr15:41010993-41011113	RAD51_Ex_6
chr15:41020889-41021009	RAD51_Ex_7
chr15:41021009-41021129	RAD51_Ex_7
chr15:41021673-41021793	RAD51_Ex_8
chr15:41021793-41021913	RAD51_Ex_8
chr15:41021961-41022081	RAD51_Ex_9
chr15:41022081-41022201	RAD51_Ex_9
chr15:41023213-41023333	RAD51_Ex_10
chr15:41023333-41023453	RAD51_Ex_10
chr15:41026756-41026875	chr15q15.1
chr15:42084958-42085077	chr15q15.1
chr15:42701144-42701263	chr15q15.1
chr15:44216500-44216619	chr15q15.3
chr15:45095137-45095256	chr15q21.1
chr15:46005023-46005142	chr15q21.1
chr15:46848974-46849093	chr15q21.1
chr15:47686603-47686722	chr15q21.1
chr15:48328849-48328968	chr15q21.1
chr15:49396805-49396924	chr15q21.1
chr15:50192918-50193037	chr15q21.2
chr15:51296348-51296467	chr15q21.2
chr15:52134396-52134515	chr15q21.2
chr15:53006088-53006207	chr15q21.3
chr15:53810936-53811055	chr15q21.3
chr15:54710809-54710928	chr15q21.3
chr15:55353057-55353176	chr15q21.3
chr15:56320777-56320896	chr15q21.3
chr15:57040168-57040287	chr15q21.3
chr15:57715000-57715119	chr15q21.3
chr15:58812140-58812259	chr15q21.3
chr15:59695187-59695306	chr15q22.2
chr15:60801933-60802052	chr15q22.2
chr15:61911698-61911817	chr15q22.2
chr15:63029576-63029695	chr15q22.2
chr15:63661091-63661210	chr15q22.2
chr15:64496552-64496671	chr15q22.31
chr15:65688765-65688884	chr15q22.31
chr15:66293721-66293840	chr15q22.31
chr15:66727355-66727475	MAP2K1_Ex_2
chr15:66727475-66727595	MAP2K1_Ex_2
chr15:66729054-66729174	MAP2K1_Ex_3
chr15:66729174-66729294	MAP2K1_Ex_3
chr15:66924501-66924620	chr15q22.31
chr15:68217503-68217622	chr15q23
chr15:69238386-69238505	chr15q23
chr15:70264102-70264221	chr15q23
chr15:71360189-71360308	chr15q23
chr15:71976797-71976916	chr15q23
chr15:73601760-73601879	chr15q24.1
chr15:74489094-74489213	chr15q24.1
chr15:75915078-75915197	chr15q24.2
chr15:76961667-76961786	chr15q24.3
chr15:77781867-77781986	chr15q24.3
chr15:78863861-78863980	chr15q25.1
chr15:80027064-80027183	chr15q25.1
chr15:81357797-81357916	chr15q25.1
chr15:81966943-81967062	chr15q25.2
chr15:83560571-83560690	chr15q25.2
chr15:84452898-84453017	chr15q25.2
chr15:85305211-85305330	chr15q25.3
chr15:86433520-86433639	chr15q25.3
chr15:87256836-87256955	chr15q25.3
chr15:87857775-87857894	chr15q25.3
chr15:88688038-88688157	chr15q25.3
chr15:89786362-89786481	chr15q26.1
chr15:90631571-90631691	IDH2_Ex_5
chr15:90631691-90631811	IDH2_Ex_5
chr15:90631759-90631879	IDH2_Ex_4
chr15:90631879-90631999	IDH2_Ex_4
chr15:90811565-90811684	chr15q26.1
chr15:91601904-91602023	chr15q26.1
chr15:92207055-92207174	chr15q26.1
chr15:92845815-92845934	chr15q26.1
chr15:94225434-94225553	chr15q26.1
chr15:95063057-95063176	chr15q26.2
chr15:95680080-95680199	chr15q26.2
chr15:96437268-96437387	chr15q26.2
chr15:97307962-97308081	chr15q26.2
chr15:98162320-98162439	chr15q26.2
chr15:99258651-99258770	chr15q26.3
chr15:100091384-100091503	chr15q26.3
chr15:101204776-101204895	chr15q26.3
chr15:102042581-102042700	chr15q26.3
chr16:332958-333077	chr16p13.3
chr16:949707-949826	chr16p13.3
chr16:1883220-1883339	chr16p13.3
chr16:2499727-2499846	chr16p13.3
chr16:3150837-3150956	chr16p13.3
chr16:4125786-4125905	chr16p13.3
chr16:5061428-5061547	chr16p13.3
chr16:5681724-5681843	chr16p13.3
chr16:6631052-6631171	chr16p13.3
chr16:7261795-7261914	chr16p13.3
chr16:8515846-8515965	chr16p13.2
chr16:9477372-9477491	chr16p13.2
chr16:10081713-10081832	chr16p13.2
chr16:11369146-11369265	chr16p13.13
chr16:12307939-12308058	chr16p13.13
chr16:13242006-13242125	chr16p13.12
chr16:14123678-14123797	chr16p13.12
chr16:14674711-14674831	PARN_Ex_18
chr16:14676028-14676148	PARN_Ex_17
chr16:14678194-14678314	PARN_Ex_16
chr16:14678536-14678656	PARN_Ex_15
chr16:14680145-14680265	PARN_Ex_14
chr16:15129400-15129519	chr16p13.11
chr16:15798151-15798270	chr16p13.11
chr16:16985606-16985725	chr16p12.3
chr16:17670882-17671001	chr16p12.3
chr16:19601268-19601387	chr16p12.3
chr16:20236906-20237025	chr16p12.3
chr16:20982832-20982951	chr16p12.3
chr16:21608413-21608532	chr16p12.2
chr16:22730924-22731043	chr16p12.2
chr16:24285149-24285268	chr16p12.1
chr16:25239746-25239865	chr16p12.1
chr16:25853068-25853187	chr16p12.1
chr16:26505598-26505717	chr16p12.1
chr16:27135614-27135733	chr16p12.1
chr16:27817216-27817335	chr16p12.1
chr16:28508388-28508507	chr16p11.2
chr16:29328371-29328490	chr16p11.2
chr16:29982902-29983021	chr16p11.2
chr16:31827803-31827922	chr16p11.2
chr16:33934010-33934129	chr16p11.2
chr16:46834029-46834148	chr16q11.2
chr16:49240813-49240932	chr16q12.1
chr16:50403468-50403587	chr16q12.1
chr16:51386989-51387108	chr16q12.1
chr16:52017571-52017690	chr16q12.1
chr16:52937556-52937675	chr16q12.2
chr16:53879174-53879293	chr16q12.2
chr16:54578814-54578933	chr16q12.2
chr16:55199085-55199204	chr16q12.2
chr16:55854393-55854512	chr16q12.2
chr16:57068627-57068746	chr16q13
chr16:57703837-57703956	chr16q21
chr16:58327138-58327257	chr16q21
chr16:59008058-59008177	chr16q21
chr16:59608424-59608543	chr16q21
chr16:60240965-60241084	chr16q21
chr16:61123068-61123187	chr16q21
chr16:61834668-61834787	chr16q21
chr16:62772838-62772957	chr16q21
chr16:63397745-63397864	chr16q21
chr16:64414090-64414209	chr16q21
chr16:65255092-65255211	chr16q21
chr16:65939115-65939234	chr16q21
chr16:66889611-66889730	chr16q22.1
chr16:67644686-67644806	CTCF_Ex_3
chr16:67644806-67644926	CTCF_Ex_3
chr16:67644926-67645046	CTCF_Ex_3
chr16:67645046-67645166	CTCF_Ex_3
chr16:67645166-67645286	CTCF_Ex_3
chr16:67645286-67645406	CTCF_Ex_3
chr16:67645406-67645526	CTCF_Ex_3
chr16:67645814-67645934	CTCF_Ex_4
chr16:67645934-67646054	CTCF_Ex_4
chr16:67650548-67650668	CTCF_Ex_5
chr16:67650668-67650788	CTCF_Ex_5
chr16:67654590-67654710	CTCF_Ex_6
chr16:67654710-67654830	CTCF_Ex_6
chr16:67655275-67655395	CTCF_Ex_7
chr16:67655395-67655515	CTCF_Ex_7
chr16:67660448-67660568	CTCF_Ex_8
chr16:67660568-67660688	CTCF_Ex_8
chr16:67662233-67662353	CTCF_Ex_9
chr16:67662353-67662473	CTCF_Ex_9
chr16:67663291-67663411	CTCF_Ex_10
chr16:67663411-67663531	CTCF_Ex_10
chr16:67670583-67670703	CTCF_Ex_11
chr16:67670703-67670823	CTCF_Ex_11
chr16:67671541-67671661	CTCF_Ex_12
chr16:67671661-67671781	CTCF_Ex_12
chr16:68716120-68716239	chr16q22.1
chr16:69731783-69731902	chr16q22.1
chr16:70983919-70984038	chr16q22.2
chr16:72007340-72007459	chr16q22.2
chr16:72887124-72887243	chr16q22.2
chr16:74082015-74082134	chr16q22.3
chr16:74755452-74755571	chr16q23.1
chr16:75516680-75516799	chr16q23.1
chr16:77566000-77566119	chr16q23.1
chr16:78209010-78209129	chr16q23.1
chr16:78856987-78857106	chr16q23.1
chr16:79491227-79491346	chr16q23.2
chr16:80158065-80158184	chr16q23.2
chr16:81437899-81438018	chr16q23.2
chr16:82965954-82966073	chr16q23.3
chr16:83596169-83596288	chr16q23.3
chr16:85480823-85480942	chr16q24.1
chr16:86450948-86451067	chr16q24.1
chr16:87072617-87072736	chr16q24.1
chr16:88008118-88008237	chr16q24.2
chr16:88637911-88638030	chr16q24.2
chr16:89835262-89835381	chr16q24.3
chr17:65573-65692	chr17p13.3
chr17:902263-902382	chr17p13.3
chr17:1554026-1554146	PRPF8_Ex_43
chr17:1554146-1554266	PRPF8_Ex_43
chr17:1554372-1554492	PRPF8_Ex_42
chr17:1554492-1554612	PRPF8_Ex_42
chr17:1554658-1554778	PRPF8_Ex_41
chr17:1554778-1554898	PRPF8_Ex_41
chr17:1554912-1555032	PRPF8_Ex_40
chr17:1555032-1555152	PRPF8_Ex_40
chr17:1556796-1556916	PRPF8_Ex_39
chr17:1556916-1557036	PRPF8_Ex_39
chr17:1556981-1557101	PRPF8_Ex_38
chr17:1557101-1557221	PRPF8_Ex_38
chr17:1557221-1557341	PRPF8_Ex_38
chr17:1558624-1558744	PRPF8_Ex_37
chr17:1558744-1558864	PRPF8_Ex_37
chr17:1559636-1559756	PRPF8_Ex_36
chr17:1559756-1559876	PRPF8_Ex_36
chr17:1559832-1559952	PRPF8_Ex_35
chr17:1559952-1560072	PRPF8_Ex_35
chr17:1561507-1561627	PRPF8_Ex_34
chr17:1561627-1561747	PRPF8_Ex_34
chr17:1561770-1561890	PRPF8_Ex_33
chr17:1561890-1562010	PRPF8_Ex_33
chr17:1562010-1562130	PRPF8_Ex_33
chr17:1562631-1562751	PRPF8_Ex_32
chr17:1562751-1562871	PRPF8_Ex_32
chr17:1563105-1563225	PRPF8_Ex_31
chr17:1563225-1563345	PRPF8_Ex_31
chr17:1563696-1563816	PRPF8_Ex_30
chr17:1563816-1563936	PRPF8_Ex_30
chr17:1563922-1564042	PRPF8_Ex_29
chr17:1564042-1564162	PRPF8_Ex_29
chr17:1564277-1564397	PRPF8_Ex_28
chr17:1564397-1564517	PRPF8_Ex_28
chr17:1564465-1564585	PRPF8_Ex_27
chr17:1564585-1564705	PRPF8_Ex_27
chr17:1564855-1564975	PRPF8_Ex_26
chr17:1564975-1565095	PRPF8_Ex_26
chr17:1565100-1565220	PRPF8_Ex_25
chr17:1565220-1565340	PRPF8_Ex_25
chr17:1565340-1565460	PRPF8_Ex_25
chr17:1576305-1576425	PRPF8_Ex_24
chr17:1576425-1576545	PRPF8_Ex_24
chr17:1576631-1576751	PRPF8_Ex_23
chr17:1576751-1576871	PRPF8_Ex_23
chr17:1576990-1577110	PRPF8_Ex_22
chr17:1577110-1577230	PRPF8_Ex_22
chr17:1577676-1577796	PRPF8_Ex_21
chr17:1577796-1577916	PRPF8_Ex_21
chr17:1577916-1578036	PRPF8_Ex_21
chr17:1578406-1578526	PRPF8_Ex_20
chr17:1578526-1578646	PRPF8_Ex_20
chr17:1578874-1578994	PRPF8_Ex_19
chr17:1578994-1579114	PRPF8_Ex_19
chr17:1579202-1579322	PRPF8_Ex_18
chr17:1579322-1579442	PRPF8_Ex_18
chr17:1579461-1579581	PRPF8_Ex_17
chr17:1579581-1579701	PRPF8_Ex_17
chr17:1579769-1579889	PRPF8_Ex_16
chr17:1579889-1580009	PRPF8_Ex_16
chr17:1580260-1580380	PRPF8_Ex_15
chr17:1580380-1580500	PRPF8_Ex_15
chr17:1580839-1580959	PRPF8_Ex_14
chr17:1580959-1581079	PRPF8_Ex_14
chr17:1581802-1581922	PRPF8_Ex_13
chr17:1581922-1582042	PRPF8_Ex_13
chr17:1581946-1582066	PRPF8_Ex_12
chr17:1582066-1582186	PRPF8_Ex_12
chr17:1582281-1582401	PRPF8_Ex_11
chr17:1582401-1582521	PRPF8_Ex_11
chr17:1582465-1582585	PRPF8_Ex_10
chr17:1582585-1582705	PRPF8_Ex_10
chr17:1582853-1582973	PRPF8_Ex_9
chr17:1582973-1583093	PRPF8_Ex_9
chr17:1584010-1584130	PRPF8_Ex_8
chr17:1584133-1584253	PRPF8_Ex_7
chr17:1584253-1584373	PRPF8_Ex_7
chr17:1584752-1584872	PRPF8_Ex_6
chr17:1584872-1584992	PRPF8_Ex_6
chr17:1585094-1585214	PRPF8_Ex_5
chr17:1585214-1585334	PRPF8_Ex_5
chr17:1585353-1585473	PRPF8_Ex_4
chr17:1585473-1585593	PRPF8_Ex_4
chr17:1586797-1586917	PRPF8_Ex_3
chr17:1586917-1587037	PRPF8_Ex_3
chr17:1587746-1587866	PRPF8_Ex_2
chr17:1807646-1807765	chr17p13.3
chr17:2445965-2446084	chr17p13.3
chr17:3821908-3822027	chr17p13.2
chr17:4514721-4514840	chr17p13.2
chr17:5288969-5289088	chr17p13.2
chr17:6031802-6031921	chr17p13.2
chr17:6906026-6906145	chr17p13.1
chr17:7537733-7537852	chr17p13.1
chr17:7572897-7573017	TP53_Ex_11
chr17:7573917-7574037	TP53_Ex_10
chr17:7576823-7576943	TP53_Ex_9
chr17:7576959-7577079	TP53_Ex_8
chr17:7577079-7577199	TP53_Ex_8
chr17:7577489-7577609	TP53_Ex_7
chr17:7578147-7578267	TP53_Ex_6
chr17:7578267-7578387	TP53_Ex_6
chr17:7578341-7578461	TP53_Ex_5
chr17:7578461-7578581	TP53_Ex_5
chr17:7579282-7579402	TP53_Ex_4
chr17:7579402-7579522	TP53_Ex_4
chr17:7579522-7579642	TP53_Ex_4
chr17:7579670-7579790	TP53_Ex_3
chr17:7579829-7579949	TP53_Ex_2
chr17:7748833-7748953	KDM6B_Ex_4
chr17:7748953-7749073	KDM6B_Ex_4
chr17:7749180-7749300	KDM6B_Ex_5
chr17:7749386-7749506	KDM6B_Ex_6
chr17:7749506-7749626	KDM6B_Ex_6
chr17:7749708-7749828	KDM6B_Ex_7
chr17:7749887-7750007	KDM6B_Ex_8
chr17:7750007-7750127	KDM6B_Ex_8
chr17:7750097-7750217	KDM6B_Ex_9
chr17:7750217-7750337	KDM6B_Ex_9
chr17:7750413-7750533	KDM6B_Ex_10
chr17:7750533-7750653	KDM6B_Ex_10
chr17:7750653-7750773	KDM6B_Ex_10
chr17:7750844-7750964	KDM6B_Ex_11
chr17:7750964-7751084	KDM6B_Ex_11
chr17:7751084-7751204	KDM6B_Ex_11
chr17:7751204-7751324	KDM6B_Ex_11
chr17:7751324-7751444	KDM6B_Ex_11
chr17:7751444-7751564	KDM6B_Ex_11
chr17:7751564-7751684	KDM6B_Ex_11
chr17:7751684-7751804	KDM6B_Ex_11
chr17:7751804-7751924	KDM6B_Ex_11
chr17:7751924-7752044	KDM6B_Ex_11
chr17:7752044-7752164	KDM6B_Ex_11
chr17:7752164-7752284	KDM6B_Ex_11
chr17:7752284-7752404	KDM6B_Ex_11
chr17:7752404-7752524	KDM6B_Ex_11
chr17:7752524-7752644	KDM6B_Ex_11
chr17:7752644-7752764	KDM6B_Ex_11
chr17:7752764-7752884	KDM6B_Ex_11
chr17:7752884-7753004	KDM6B_Ex_11
chr17:7753004-7753124	KDM6B_Ex_11
chr17:7754608-7754728	KDM6B_Ex_15
chr17:7754766-7754886	KDM6B_Ex_16
chr17:7754926-7755046	KDM6B_Ex_17
chr17:7755046-7755166	KDM6B_Ex_17
chr17:7755209-7755329	KDM6B_Ex_18
chr17:7755329-7755449	KDM6B_Ex_18
chr17:7755457-7755577	KDM6B_Ex_19
chr17:7755577-7755697	KDM6B_Ex_19
chr17:8431394-8431513	chr17p13.1
chr17:9051622-9051741	chr17p13.1
chr17:9696824-9696943	chr17p13.1
chr17:10525101-10525220	chr17p13.1
chr17:11135534-11135653	chr17p12
chr17:12047485-12047604	chr17p12
chr17:12982939-12983058	chr17p12
chr17:13848483-13848602	chr17p12
chr17:14478555-14478674	chr17p12
chr17:15298717-15298836	chr17p12
chr17:16011434-16011553	chr17p11.2
chr17:17168105-17168224	chr17p11.2
chr17:18682931-18683050	chr17p11.2
chr17:19659240-19659359	chr17p11.2
chr17:20388562-20388681	chr17p11.2
chr17:21070253-21070372	chr17p11.2
chr17:21703445-21703564	chr17p11.2
chr17:26095671-26095790	chr17q11.2
chr17:26816306-26816425	chr17q11.2
chr17:27600589-27600708	chr17q11.2
chr17:28973731-28973850	chr17q11.2
chr17:29422298-29422418	NF1_Ex_1
chr17:29482991-29483111	NF1_Ex_2
chr17:29483111-29483231	NF1_Ex_2
chr17:29486018-29486138	NF1_Ex_3
chr17:29490194-29490314	NF1_Ex_4
chr17:29490314-29490434	NF1_Ex_4
chr17:29496899-29497019	NF1_Ex_5
chr17:29508430-29508550	NF1_Ex_6
chr17:29508698-29508818	NF1_Ex_7
chr17:29509476-29509596	NF1_Ex_8
chr17:29509596-29509716	NF1_Ex_8
chr17:29527400-29527520	NF1_Ex_9
chr17:29527520-29527640	NF1_Ex_9
chr17:29527985-29528105	NF1_Ex_10
chr17:29528105-29528225	NF1_Ex_10
chr17:29528419-29528539	NF1_Ex_11
chr17:29533198-29533318	NF1_Ex_12
chr17:29533318-29533438	NF1_Ex_12
chr17:29541419-29541539	NF1_Ex_13
chr17:29541539-29541659	NF1_Ex_13
chr17:29546013-29546133	NF1_Ex_14
chr17:29546133-29546253	NF1_Ex_14
chr17:29548858-29548978	NF1_Ex_15
chr17:29550362-29550482	NF1_Ex_16
chr17:29550482-29550602	NF1_Ex_16
chr17:29552043-29552163	NF1_Ex_17
chr17:29552163-29552283	NF1_Ex_17
chr17:29553343-29553463	NF1_Ex_18
chr17:29553463-29553583	NF1_Ex_18
chr17:29553583-29553703	NF1_Ex_18
chr17:29554216-29554336	NF1_Ex_19
chr17:29554521-29554641	NF1_Ex_20
chr17:29556033-29556153	NF1_Ex_21
chr17:29556153-29556273	NF1_Ex_21
chr17:29556273-29556393	NF1_Ex_21
chr17:29556393-29556513	NF1_Ex_21
chr17:29556763-29556883	NF1_Ex_22
chr17:29556883-29557003	NF1_Ex_22
chr17:29557258-29557378	NF1_Ex_23
chr17:29557378-29557498	NF1_Ex_23
chr17:29557830-29557950	NF1_Ex_24
chr17:29559081-29559201	NF1_Ex_25
chr17:29559201-29559321	NF1_Ex_25
chr17:29559668-29559788	NF1_Ex_26
chr17:29559788-29559908	NF1_Ex_26
chr17:29560010-29560130	NF1_Ex_27
chr17:29560130-29560250	NF1_Ex_27
chr17:29562589-29562709	NF1_Ex_28
chr17:29562709-29562829	NF1_Ex_28
chr17:29562926-29563046	NF1_Ex_29
chr17:29575992-29576112	NF1_Ex_30
chr17:29576112-29576232	NF1_Ex_30
chr17:29579906-29580026	NF1_Ex_31
chr17:29585352-29585472	NF1_Ex_32
chr17:29585472-29585592	NF1_Ex_32
chr17:29586030-29586150	NF1_Ex_33
chr17:29587337-29587457	NF1_Ex_34
chr17:29587457-29587577	NF1_Ex_34
chr17:29588659-29588779	NF1_Ex_35
chr17:29588779-29588899	NF1_Ex_35
chr17:29592237-29592357	NF1_Ex_36
chr17:29652828-29652948	NF1_Ex_37
chr17:29652948-29653068	NF1_Ex_37
chr17:29653068-29653188	NF1_Ex_37
chr17:29653188-29653308	NF1_Ex_37
chr17:29654497-29654617	NF1_Ex_38
chr17:29654617-29654737	NF1_Ex_38
chr17:29654737-29654857	NF1_Ex_38
chr17:29657294-29657414	NF1_Ex_39
